timestamp,user_id,variant,movie_id,rating,metadata
2026-01-08T00:42:49.065593,control_user_20,control,,,
2026-01-11T18:48:49.065597,control_user_53,control,,,
2026-01-14T18:16:49.065599,control_user_36,control,,,
2026-01-11T07:53:49.065601,control_user_48,control,,,
2026-01-14T16:44:49.065603,control_user_10,control,,,
2026-01-13T13:17:49.065605,control_user_38,control,,,
2026-01-08T14:35:49.065618,treatment_user_28,treatment,,,
2026-01-07T21:07:49.065621,treatment_user_7,treatment,,,
2026-01-13T16:24:49.065623,treatment_user_19,treatment,,,
2026-01-08T09:07:49.065625,treatment_user_60,treatment,,,
2026-01-09T17:11:49.065628,treatment_user_39,treatment,,,
2026-01-10T23:26:49.065630,treatment_user_17,treatment,,,
2026-01-12T11:57:49.065632,treatment_user_51,treatment,,,
2026-01-14T01:16:49.065634,treatment_user_2,treatment,,,
2026-01-11T22:27:49.065636,treatment_user_16,treatment,,,
2026-01-11T14:03:49.065638,treatment_user_50,treatment,,,
2026-01-07T09:44:49.065640,treatment_user_11,treatment,,,
2026-01-10T17:13:49.065642,treatment_user_4,treatment,,,
2026-01-07T09:53:49.065644,treatment_user_10,treatment,,,
2026-01-08T06:30:49.065647,treatment_user_24,treatment,,,
2026-01-12T20:53:49.065649,treatment_user_21,treatment,,,
2026-01-09T03:16:49.065651,treatment_user_3,treatment,,,
2026-01-10T15:18:49.065653,treatment_user_33,treatment,,,
2026-01-07T04:19:49.065655,treatment_user_55,treatment,,,
2026-01-08T00:24:49.065657,treatment_user_13,treatment,,,
