timestamp,user_id,variant,movie_id,rating,metadata
2025-12-24T18:14:56.976868,1,control,20,,"{'metadata': 'dwell_time_ms=2313,action=rate'}"
2025-12-24T18:15:00.027521,1,control,18,,"{'metadata': 'dwell_time_ms=1189,action=rate'}"
2025-12-24T18:15:55.644596,1,control,12,,"{'metadata': 'dwell_time_ms=2476,action=rate'}"
2025-12-24T18:15:58.276359,1,control,20,,"{'metadata': 'dwell_time_ms=1213,action=rate'}"
2025-12-24T18:15:59.875701,1,control,8,,"{'metadata': 'dwell_time_ms=1161,action=rate'}"
2025-12-24T18:16:05.496149,1,control,16,,"{'metadata': 'dwell_time_ms=1406,action=rate'}"
2025-12-24T18:16:09.689910,1,control,16,,"{'metadata': 'dwell_time_ms=3361,action=close'}"
2025-12-24T18:16:23.894363,1,control,15,,"{'metadata': 'dwell_time_ms=3554,action=close'}"
2025-12-24T18:16:32.743956,1,control,6,,"{'metadata': 'dwell_time_ms=2480,action=rate'}"
2025-12-24T18:16:38.671173,1,control,13,,"{'metadata': 'dwell_time_ms=4606,action=close'}"
2025-12-24T18:17:22.482763,2,treatment,2,,"{'metadata': 'dwell_time_ms=2093,action=background_click'}"
2025-12-24T18:17:25.282955,2,treatment,11,,"{'metadata': 'dwell_time_ms=1620,action=close'}"
2025-12-24T18:17:27.533723,2,treatment,9,,"{'metadata': 'dwell_time_ms=1507,action=close'}"
2025-12-24T18:17:28.863656,2,treatment,7,,"{'metadata': 'dwell_time_ms=518,action=background_click'}"
2025-12-24T18:17:31.441518,2,treatment,5,,"{'metadata': 'dwell_time_ms=1552,action=close'}"
2025-12-24T18:17:33.434479,2,treatment,3,,"{'metadata': 'dwell_time_ms=1147,action=close'}"
2025-12-24T18:18:13.989839,1,control,3,,"{'metadata': 'dwell_time_ms=885,action=close'}"
2025-12-24T18:20:56.125965,1,control,12,,"{'metadata': 'dwell_time_ms=2460,action=close'}"
2025-12-24T18:20:59.429421,1,control,2,,"{'metadata': 'dwell_time_ms=1064,action=close'}"
2025-12-24T18:21:03.047615,1,control,13,,"{'metadata': 'dwell_time_ms=1823,action=close'}"
2025-12-24T18:21:10.428821,1,control,7,,"{'metadata': 'dwell_time_ms=1368,action=rate'}"
2025-12-24T18:21:30.325803,1,control,18,,"{'metadata': 'dwell_time_ms=2715,action=close'}"
2025-12-24T18:21:32.192313,1,control,5,,"{'metadata': 'dwell_time_ms=1115,action=rate'}"
2025-12-24T18:27:23.536510,1,control,17,,"{'metadata': 'dwell_time_ms=2226,action=rate'}"
2025-12-24T18:27:27.308759,1,control,5,,"{'metadata': 'dwell_time_ms=2053,action=rate'}"
2025-12-24T18:29:49.590544,2,treatment,9,,"{'metadata': 'dwell_time_ms=1177,action=rate'}"
2025-12-24T21:07:05.155311,1,control,4,,"{'metadata': 'dwell_time_ms=1324,action=rate'}"
2025-12-24T21:07:09.853804,1,control,18,,"{'metadata': 'dwell_time_ms=2219,action=rate'}"
2025-12-24T21:07:14.492509,1,control,16,,"{'metadata': 'dwell_time_ms=1153,action=rate'}"
2025-12-24T21:07:18.767144,1,control,12,,"{'metadata': 'dwell_time_ms=1358,action=rate'}"
2025-12-24T21:07:22.469673,1,control,5,,"{'metadata': 'dwell_time_ms=1084,action=rate'}"
2025-12-24T21:07:28.211670,1,control,8,,"{'metadata': 'dwell_time_ms=1263,action=rate'}"
2025-12-24T21:07:37.055211,1,control,10,,"{'metadata': 'dwell_time_ms=1169,action=rate'}"
2025-12-24T21:24:34.914220,1,control,20,,"{'metadata': 'dwell_time_ms=1587,action=rate'}"
2026-01-14T23:31:28.062346,rung động,treatment,5,,"{'metadata': 'dwell_time_ms=1536,action=rate'}"
2026-01-14T23:31:36.842976,rung động,treatment,11,,"{'metadata': 'dwell_time_ms=6944,action=rate'}"
2026-01-14T23:31:47.425311,rung động,treatment,13,,"{'metadata': 'dwell_time_ms=6259,action=rate'}"
2026-01-14T23:31:50.768174,rung động,treatment,8,,"{'metadata': 'dwell_time_ms=949,action=rate'}"
2026-01-14T23:31:53.793463,rung động,treatment,19,,"{'metadata': 'dwell_time_ms=1278,action=rate'}"
2026-01-14T23:31:59.540193,rung động,treatment,28,,"{'metadata': 'dwell_time_ms=1370,action=rate'}"
2026-01-14T23:32:17.314887,rung động,treatment,3,,"{'metadata': 'dwell_time_ms=2645,action=rate'}"
2026-01-15T00:12:03.483380,lamthanhz,control,19,,"{'metadata': 'dwell_time_ms=1782,action=rate'}"
2026-01-15T00:12:05.698024,lamthanhz,control,33,,"{'metadata': 'dwell_time_ms=762,action=rate'}"
2026-01-15T00:12:07.136779,lamthanhz,control,28,,"{'metadata': 'dwell_time_ms=602,action=rate'}"
2026-01-15T00:12:08.848531,lamthanhz,control,32,,"{'metadata': 'dwell_time_ms=959,action=rate'}"
2026-01-15T00:12:10.295138,lamthanhz,control,29,,"{'metadata': 'dwell_time_ms=680,action=rate'}"
2026-01-15T00:12:11.818205,lamthanhz,control,5,,"{'metadata': 'dwell_time_ms=651,action=rate'}"
2026-01-15T00:12:13.489849,lamthanhz,control,39,,"{'metadata': 'dwell_time_ms=711,action=rate'}"
2026-01-15T00:12:15.356617,lamthanhz,control,12,,"{'metadata': 'dwell_time_ms=655,action=rate'}"
2026-01-15T00:12:17.261190,lamthanhz,control,16,,"{'metadata': 'dwell_time_ms=785,action=rate'}"
2026-01-15T00:12:21.443058,lamthanhz,control,1,,"{'metadata': 'dwell_time_ms=2436,action=close'}"
2026-01-15T00:12:23.041809,lamthanhz,control,17,,"{'metadata': 'dwell_time_ms=954,action=close'}"
2026-01-15T00:12:24.429864,lamthanhz,control,8,,"{'metadata': 'dwell_time_ms=737,action=close'}"
2026-01-15T00:12:26.813662,lamthanhz,control,15,,"{'metadata': 'dwell_time_ms=1680,action=close'}"
2026-01-15T00:12:28.568791,lamthanhz,control,24,,"{'metadata': 'dwell_time_ms=923,action=close'}"
2026-01-15T00:12:32.722762,lamthanhz,control,2,,"{'metadata': 'dwell_time_ms=1171,action=rate'}"
2026-01-15T00:12:34.622721,lamthanhz,control,11,,"{'metadata': 'dwell_time_ms=858,action=rate'}"
2026-01-15T00:12:48.765959,lamthanhz,control,1,,"{'metadata': 'dwell_time_ms=5226,action=close'}"
2026-01-15T00:13:33.296759,lamthanhz,control,1,,"{'metadata': 'dwell_time_ms=1247,action=rate'}"
2026-01-15T00:13:39.807522,lamthanhz,control,3,,"{'metadata': 'dwell_time_ms=1352,action=close'}"
2026-01-15T00:13:53.951573,lamthanhz,control,40,,"{'metadata': 'dwell_time_ms=1231,action=close'}"
2026-01-15T00:13:55.093201,lamthanhz,control,17,,"{'metadata': 'dwell_time_ms=684,action=close'}"
2026-01-15T00:13:56.420108,lamthanhz,control,23,,"{'metadata': 'dwell_time_ms=791,action=close'}"
2026-01-15T00:14:02.154020,lamthanhz,control,9,,"{'metadata': 'dwell_time_ms=1501,action=close'}"
2026-01-15T00:14:03.602883,lamthanhz,control,37,,"{'metadata': 'dwell_time_ms=802,action=close'}"
2026-01-15T00:14:05.656359,lamthanhz,control,31,,"{'metadata': 'dwell_time_ms=1634,action=rate'}"
